income,deductions,filing_history,previous_audit,tax_paid,fraud
1294703,25637,2,0,290614,0
719950,30524,4,0,116757,0
622445,242513,3,0,166532,0
1009478,122667,2,0,157749,0
1032188,414337,5,1,117757,1
206856,470286,0,1,272803,1
1211261,72280,3,1,292171,1
1024975,382599,3,0,32777,0
1886325,403802,3,0,31476,0
647762,328708,2,0,132473,0
463556,19603,2,1,72913,1
818312,60104,4,1,230452,1
1941396,222712,4,1,142806,1
1937410,151969,5,1,29240,1
1417031,243625,3,1,122713,1
712166,417832,0,0,241176,0
1535656,376954,1,1,296281,1
1335892,388568,2,1,58515,1
1346682,344059,0,0,23895,0
1211945,297459,4,1,250927,1
873309,225065,2,1,23214,1
1209257,391852,5,1,143519,1
288659,62022,4,1,27331,1
543722,257791,2,1,279014,1
1937018,137041,3,0,142347,0
1969117,264895,3,0,247731,0
943194,472216,5,0,273960,0
673442,122962,3,1,154771,1
498985,190826,0,0,124898,0
1333002,427543,2,1,276108,1
563637,484842,5,0,109825,1
1931563,450072,0,0,257504,0
1358935,263768,0,1,95333,1
1336517,412112,5,0,173427,0
1623943,162508,1,0,122793,0
1137139,301365,1,0,216014,0
1782542,311123,2,1,105360,1
865667,46934,4,0,264665,0
323664,331049,5,1,103711,1
1584998,396161,0,0,91729,0
476790,167883,5,1,298692,1
1128912,30612,1,1,96059,1
295390,158933,2,1,160310,1
1102861,66614,4,1,151859,1
1701694,424519,2,0,277232,0
939063,204611,0,1,85280,1
1638835,361022,5,0,66342,0
953809,122794,3,1,254038,1
1564247,352662,4,1,165903,1
1091715,250049,2,0,261343,0
900515,431637,3,0,103196,0
1454552,157128,1,0,293806,0
1651449,310708,4,0,95157,0
742983,10593,5,1,106950,1
1928655,39244,1,0,286957,0
1770913,159425,1,0,257509,0
250605,374144,1,0,156007,1
386404,494679,4,0,188364,1
1957837,486453,1,1,174486,1
1566740,359763,0,0,224229,0
1519198,357402,2,0,133498,0
200963,123175,2,0,226597,1
538344,159372,0,1,222098,1
369477,73120,4,0,177728,0
1489447,451882,0,0,175279,0
1805597,376363,3,0,69070,0
751703,345280,0,1,196658,1
1980652,287982,5,0,149603,0
610153,298067,1,0,157180,0
1239570,138196,0,1,170004,1
1423561,229647,5,1,237008,1
754151,285891,1,1,36534,1
1147892,277835,1,1,198646,1
1881772,450988,3,1,122498,1
326570,182478,5,0,223163,0
1169374,288725,4,1,159675,1
1473501,378275,2,1,214555,1
1399972,393247,0,0,133315,0
1067884,264018,2,0,90940,0
1884421,378058,0,1,154145,1
397151,164906,5,0,114477,0
932948,76312,2,0,165727,0
749313,453992,0,1,242379,1
642944,482624,5,1,281984,1
400501,124121,3,1,171053,1
932297,24225,0,1,270208,1
1003587,192657,0,0,43578,0
1995381,406908,5,0,226747,0
795524,77290,4,1,183142,1
875699,160972,4,0,222840,0
1551907,67881,1,1,90488,1
1421559,357195,5,1,295427,1
1165874,177960,3,1,52917,1
1351901,486390,3,0,297756,0
1700044,497458,5,1,210768,1
1567110,76640,4,0,206615,0
1556016,457279,3,1,100690,1
1073726,55212,5,0,142946,0
930147,284670,5,0,209306,0
1470431,306977,5,0,118752,0
1341576,39899,1,1,212506,1
708469,240115,5,1,47651,1
1526950,33349,0,0,109926,0
1709412,458633,5,1,90062,1
1068445,334758,5,0,259918,0
1431585,258222,4,0,68028,0
928126,439444,5,0,106946,0
493833,378223,1,1,74062,1
1645087,358564,0,0,192545,0
987002,412289,0,1,94512,1
632697,258904,4,1,272959,1
1599518,162923,3,0,253490,0
1392035,454934,2,0,273622,0
1740427,21787,1,0,193617,0
1448047,441261,0,1,189599,1
1126205,95251,3,1,122545,1
245058,61967,1,0,96661,0
1752652,333526,5,0,27331,0
1437662,301466,5,1,266264,1
448804,197087,0,1,69900,1
1714146,309214,4,1,182997,1
1014777,464286,4,0,153269,0
411938,160017,4,0,203610,0
690321,232901,1,0,33834,0
261385,94941,3,0,144814,0
632848,288782,1,0,99116,0
1740580,347261,5,1,74188,1
1255812,458575,2,1,166537,1
1841356,423492,4,0,148100,0
259195,312442,2,1,277965,1
535062,300929,5,1,232344,1
1284192,377095,0,1,254153,1
1197290,268121,1,1,124600,1
1334679,489132,1,1,181956,1
1890851,187994,0,1,63395,1
944117,134315,4,1,48633,1
673215,25757,4,1,240680,1
1051649,427395,1,0,35251,0
1118843,470660,0,0,263563,0
1653611,160544,5,1,149503,1
1497805,325633,1,0,34616,0
426867,257462,0,0,218519,1
428693,138254,2,1,34584,1
1180909,156536,5,0,27252,0
1570085,217144,0,1,148234,1
1536628,116554,4,0,260697,0
712686,198774,0,1,129092,1
268069,179884,3,1,98552,1
790336,270471,2,0,265867,0
841257,324352,5,1,204959,1
323101,98548,0,0,188688,0
352704,420065,2,1,225687,1
1494762,407619,1,1,60210,1
864453,495566,3,1,251422,1
1996140,152440,1,0,276671,0
1126681,360571,1,1,294559,1
1788338,21695,3,1,99950,1
1214522,77751,0,0,105862,0
1328680,337387,1,0,37346,0
1629650,437202,1,0,158085,0
947104,107070,1,0,157047,0
1038251,146633,4,0,95664,0
1680071,75098,3,1,86742,1
1129726,219096,3,1,226128,1
1932755,110727,2,1,257790,1
1248213,304706,3,0,273846,0
475603,242345,5,1,187769,1
403687,140785,0,1,171040,1
551943,455605,5,1,291225,1
1377175,292074,3,1,120869,1
1947924,149137,4,1,160048,1
1874980,92695,0,1,130871,1
1233571,206028,0,1,172226,1
1628290,54276,0,1,50648,1
848054,269147,5,1,37161,1
1382214,389143,0,0,245955,0
720396,479078,1,1,291306,1
1257555,108818,4,1,168926,1
1894518,369695,4,0,158718,0
850313,409617,0,0,234966,0
1464596,132727,4,0,64517,0
637946,88599,5,1,207501,1
579362,360761,5,1,283065,1
576507,111038,0,0,85135,0
1905924,227466,2,1,59155,1
1271854,379001,4,0,232855,0
1060528,263068,3,0,264880,0
849344,15178,3,1,156944,1
1204429,234224,0,0,162311,0
648125,183672,0,0,278822,0
1950481,35416,0,0,103486,0
482396,121809,3,0,178046,0
416290,429411,0,1,245921,1
1638899,174058,5,0,212815,0
1083418,353751,5,0,155344,0
769939,66614,5,1,218573,1
1343901,59834,2,0,185171,0
607877,145841,1,1,171834,1
1377937,102800,1,0,132025,0
1150172,412911,4,0,190718,0
1873988,327117,0,1,193255,1
1844545,329480,3,0,86215,0
1933276,287774,3,0,267565,0
773200,328332,5,1,247730,1
1559034,117538,1,1,171330,1
642063,152391,0,0,212942,0
1510996,494439,5,1,174361,1
943875,185242,5,1,186988,1
1935583,103028,2,0,257192,0
606398,109235,5,0,146050,0
1874765,86721,0,0,93331,0
1915737,473862,5,1,83597,1
1597609,190138,2,1,86699,1
878375,310629,1,0,259229,0
926431,125635,1,1,197865,1
293436,403808,1,0,258749,1
1258702,221553,4,0,94530,0
1767420,140378,0,1,75559,1
1459670,376882,0,1,120108,1
1089536,496315,5,0,24675,0
1740844,478905,2,1,218560,1
1943799,133890,3,1,255303,1
1541411,421406,1,1,84078,1
1099331,54261,1,1,251040,1
860132,386308,2,0,87043,0
1709289,432791,2,1,216844,1
1430725,167293,1,0,197316,0
896086,71687,3,0,274381,0
1830793,205539,5,0,246435,0
330537,179543,0,0,135268,0
1466601,450114,3,0,128690,0
342428,13174,5,1,281230,1
1008462,109841,4,0,98440,0
1642055,459137,2,1,89623,1
1939150,394045,4,0,264101,0
1894622,214518,0,1,262238,1
1877553,215455,2,1,156354,1
883651,251984,2,1,28146,1
1519525,259384,4,1,24180,1
331852,289179,4,1,74680,1
1578842,260631,2,1,121680,1
1212929,85241,0,0,220638,0
1950418,171386,3,0,26936,0
241641,142405,5,1,120373,1
1335840,150674,4,1,93212,1
820642,472432,3,1,218460,1
1661152,17883,1,1,258036,1
1297699,164402,5,0,120272,0
799532,75889,2,1,280103,1
1621184,241608,3,0,186063,0
1942380,367392,1,0,278405,0
1941208,382562,3,0,198223,0
1314989,476350,5,0,57390,0
763650,13303,4,1,135772,1
1094708,335304,3,1,272087,1
219429,292588,4,0,139620,1
608977,218351,2,1,27020,1
764862,129014,3,1,162651,1
1878392,347293,3,0,237678,0
1565444,96140,3,0,33254,0
1004990,283216,5,0,206622,0
600736,130056,3,0,284381,0
876991,316869,3,0,280585,0
503318,218079,2,1,257620,1
1967344,287819,0,1,226724,1
465324,346802,4,0,228743,1
1774990,70910,2,1,234590,1
368028,187128,4,1,163153,1
386456,412454,1,1,83507,1
247318,192846,0,0,60982,1
1918991,140248,2,0,285501,0
1904259,69983,4,1,210898,1
1172262,107801,4,0,56776,0
371089,469663,0,0,271884,1
221921,227201,0,1,162950,1
467040,65772,0,1,286469,1
902950,22631,1,1,260023,1
993179,474371,5,1,237622,1
1463012,367045,2,0,117074,0
1065045,477155,3,1,155652,1
1819869,414110,2,0,49039,0
1025739,425239,4,1,47535,1
558798,460335,4,0,251305,1
809782,377080,4,1,263332,1
501432,239593,0,0,267913,0
1220030,247659,1,0,66074,0
756907,41977,0,1,177087,1
1374882,126321,1,1,124137,1
1647823,223113,1,0,140330,0
352266,424767,1,0,35309,1
594002,453752,0,0,109842,1
1455450,101134,1,0,126848,0
1316123,15379,3,1,98958,1
933145,248993,0,1,228404,1
784427,383152,1,1,49402,1
850718,462273,1,0,297350,0
1774750,180801,2,0,99357,0
847681,148170,4,1,112082,1
807448,170082,1,0,184285,0
1901820,108520,1,0,250283,0
638157,494374,4,1,128911,1
1922862,376545,3,1,197798,1
205844,22496,3,0,132471,0
671532,256247,2,1,147744,1
1501287,58021,3,1,195519,1
1762545,183214,0,0,276277,0
877411,310410,0,1,100721,1
709036,89385,2,1,243691,1
1667675,180386,3,1,58527,1
1282315,183099,5,0,177331,0
890831,373393,4,1,48924,1
408587,468355,2,1,75510,1
350319,276575,2,0,284241,1
1966162,263013,3,1,149498,1
524494,451962,0,1,65729,1
857548,164674,0,0,177950,0
546418,56861,1,1,114730,1
1285492,227214,0,0,105795,0
1555953,64276,2,1,115212,1
722272,426247,2,1,249380,1
1150352,279449,2,1,113090,1
1905787,346309,0,0,63668,0
1149414,224945,0,0,144646,0
1666646,91239,0,1,294563,1
604048,392559,0,1,220746,1
1540346,288636,5,0,131571,0
245677,257559,5,0,136692,1
424430,423761,0,0,220766,1
832855,261559,5,0,87436,0
487392,21102,5,0,117769,0
1903159,238149,5,1,47601,1
1677985,455621,4,1,162239,1
1502551,203830,2,0,102915,0
1843067,478975,0,0,32811,0
616978,281986,2,0,74958,0
459498,143335,4,0,218747,0
1971339,238887,0,0,33535,0
1239903,290935,0,0,163060,0
253108,173286,2,0,197616,1
1300321,81220,4,0,157920,0
1813548,231961,4,0,54739,0
1601230,450555,4,0,296198,0
997732,459587,1,1,241305,1
714992,300374,0,0,297086,0
1924616,181131,5,0,297071,0
1609867,311044,2,0,54863,0
1212341,488911,2,0,114977,0
1126332,318627,3,0,296662,0
1959753,41363,2,1,70462,1
943924,59377,4,1,123403,1
1377825,457622,0,1,234003,1
1154803,353943,2,0,154844,0
1201254,15962,2,0,251291,0
1768723,435105,3,1,38103,1
1111111,201287,4,0,94264,0
1909858,497258,0,1,44849,1
1279538,229467,2,0,94745,0
530255,453518,2,0,105527,1
823965,466282,2,1,26245,1
262307,169609,0,0,48930,1
1974745,120229,0,0,95031,0
1555938,233347,1,0,45002,0
1167771,139931,4,1,162922,1
1858883,119425,4,0,205826,0
929387,198590,3,1,47737,1
1580673,360659,2,1,196699,1
1655646,250582,3,1,147777,1
921922,162732,4,1,250320,1
1486467,315992,4,0,34751,0
1977097,376114,3,1,238900,1
342663,20616,2,0,70197,0
1986501,472901,4,0,114176,0
1045115,99869,0,0,288706,0
1427198,451771,0,1,119459,1
919408,299459,4,1,37308,1
921148,106473,0,1,93714,1
1567594,330295,3,0,103422,0
609788,43580,5,0,82156,0
963138,304869,1,0,245626,0
857358,87966,4,0,198516,0
1890559,471556,0,1,200485,1
423751,450740,0,0,221688,1
1327107,160175,1,1,36564,1
1764847,326872,4,1,69709,1
439136,352077,5,1,259856,1
1240201,130140,3,1,242357,1
1455073,49036,0,1,87700,1
302889,312440,2,0,131639,1
1750757,333297,5,0,274631,0
1418100,457193,2,0,185506,0
1799263,354484,3,1,73557,1
1421547,216697,5,1,196058,1
1499086,481986,4,1,225367,1
669386,494672,5,1,147440,1
1276793,396659,4,0,22975,0
1190413,375912,0,0,66987,0
1761526,415571,2,1,81811,1
1122606,115869,0,0,174089,0
896016,96671,0,1,245737,1
843344,16097,1,0,266541,0
1915196,209391,1,0,168093,0
1774781,124040,0,0,112211,0
953857,31257,5,1,268352,1
1915438,138233,0,1,58397,1
282997,60774,4,1,299248,1
706460,445542,0,0,53976,1
1627157,163092,0,0,191676,0
1101553,432620,0,0,264587,0
1459634,342420,1,0,108513,0
1347445,91848,4,0,130819,0
1099012,494272,1,1,144075,1
1129029,336633,3,0,94252,0
873840,29757,5,0,237323,0
1649135,212990,1,0,94300,0
1156498,133821,3,1,143983,1
1232467,275181,1,0,114680,0
920975,462294,1,0,106310,0
1119601,206702,3,1,109199,1
1649734,210874,2,1,269528,1
614516,316970,1,0,106448,0
1001462,19191,1,0,65679,0
1219123,281847,3,0,24797,0
683329,233581,5,1,126796,1
1241145,112692,5,1,226456,1
1692537,402438,4,1,52461,1
496035,486665,2,1,239795,1
1026344,429351,0,1,232694,1
1269100,353283,2,0,259403,0
753025,197408,4,1,265345,1
350737,184493,2,1,87425,1
1513078,152197,2,0,47748,0
1797090,245378,2,1,148910,1
664861,15247,1,1,48703,1
901744,321353,4,1,186882,1
1428799,171790,3,0,23827,0
1084982,420701,1,1,31517,1
1105612,152792,4,1,107616,1
244221,472865,4,0,154800,1
275937,310252,2,1,251483,1
1544842,289101,0,0,110510,0
538746,207152,5,0,290315,0
811336,61053,2,0,109812,0
654021,210236,2,0,39902,0
429595,337021,0,0,282242,1
1282132,157153,5,0,188847,0
941390,316052,0,0,53572,0
391696,393242,0,0,201445,1
1075508,358543,1,1,30240,1
953572,391256,4,0,22218,0
212940,413438,0,1,131960,1
1342050,329396,0,1,59605,1
554029,181922,1,0,97140,0
355021,206464,2,0,87180,0
1348304,365449,4,1,295933,1
1800707,239648,1,0,185956,0
1757808,196901,2,1,96375,1
442321,236181,5,1,128369,1
1496180,14051,2,0,286549,0
326348,286059,5,0,52398,1
537629,495997,5,1,20592,1
1513465,485779,2,0,207333,0
1074592,447363,4,1,96095,1
1399478,97621,1,1,119840,1
294252,50963,5,1,132593,1
241200,275727,4,1,174350,1
1056955,314831,5,1,190091,1
1034847,47076,1,1,147470,1
467591,306954,2,0,139583,1
1339168,290363,5,1,273016,1
941931,26228,1,1,212686,1
255613,21108,1,0,293382,0
1564124,58930,2,1,123803,1
543457,238584,3,0,136181,0
1573812,145889,5,0,203001,0
254369,376227,3,1,254157,1
1983351,184517,2,0,122724,0
1746709,206991,3,0,268267,0
441609,482829,5,1,189612,1
1984468,28512,0,1,277345,1
868744,217726,4,0,253074,0
1025919,449902,0,0,182460,0
1493368,96739,1,0,296497,0
837416,92124,3,0,112472,0
1550220,371375,1,1,219587,1
1774963,212005,4,1,130784,1
807053,86937,5,0,194057,0
1612259,250324,4,0,169085,0
1117846,174837,3,1,147558,1
720358,114672,5,0,73107,0
670572,276610,5,1,217914,1
1445683,327666,3,1,274182,1
1563608,287286,5,1,203349,1
1815987,450247,2,1,218741,1
707584,328964,5,0,88874,0
765011,381701,5,0,34800,0
1642160,365892,0,0,163876,0
1433000,499840,4,0,72258,0
1149282,304712,2,0,168459,0
261692,99985,1,1,130458,1
963248,29617,3,0,273726,0
1586444,220905,4,1,171282,1
1632840,332003,0,0,292418,0
1557283,386959,1,0,175038,0
1971892,236986,2,0,100456,0
1134177,182083,5,0,218740,0
327763,400479,1,1,153272,1
1948049,36484,3,1,103612,1
1517712,281732,2,1,71614,1
1095076,228858,5,1,76631,1
1108163,229962,3,1,222838,1
708862,227088,4,1,231394,1
1829745,398665,3,0,25529,0
706106,125293,5,0,99700,0
1351775,169394,3,0,52992,0
597553,189410,2,1,121134,1
968130,101794,0,0,73349,0
1015483,255805,5,0,137192,0
1332610,490146,1,1,167766,1
970194,197664,2,0,50552,0
301232,355309,4,1,244681,1
209237,134515,0,0,104547,1
353653,287196,0,1,200953,1
561995,147515,1,0,58493,0
506392,46861,2,1,137890,1
896488,105838,2,1,52839,1
1019253,186773,0,0,226268,0
1390117,463446,2,1,41736,1
447686,91695,2,1,178165,1
263972,164584,0,0,84945,1
441514,486385,2,0,127523,1
649851,214376,5,0,89408,0
1427941,56209,2,1,252096,1
1923368,90211,4,0,175254,0
1692607,370778,1,0,91131,0
1577022,357013,0,1,236954,1
1261578,219263,1,0,225450,0
692998,150311,5,0,227172,0
1530547,163524,2,1,281046,1
823780,77170,4,1,209099,1
348822,168606,5,1,276624,1
1851899,94292,0,0,299333,0
1444938,409147,3,0,20542,0
1405808,185927,0,0,294939,0
829485,232055,3,0,59741,0
1787486,460834,4,1,180977,1
936929,21580,4,0,171661,0
469923,410631,3,0,99058,1
1581785,456615,1,0,43407,0
1691283,206751,3,0,236223,0
1349245,123753,1,0,124112,0
397838,346206,5,0,86392,1
703422,440503,2,1,255760,1
1852735,13230,0,0,120860,0
382124,242347,1,0,41117,1
349621,478988,3,0,215108,1
1716560,165416,0,1,268650,1
1970562,220614,5,0,184552,0
1872379,340891,1,1,77638,1
489475,10776,2,1,176487,1
634140,356477,2,1,202257,1
1406693,345938,2,1,197865,1
1382314,409968,3,1,263184,1
1481715,135838,0,0,37421,0
1729749,280362,0,1,242519,1
873012,43892,5,0,213613,0
646176,488331,0,1,142787,1
1376406,237782,0,0,194548,0
989304,369784,3,1,254850,1
368468,427616,5,0,196962,1
1944682,110195,1,0,32464,0
1523848,128532,0,1,68454,1
1510819,299574,3,1,229787,1
739390,298975,4,1,271724,1
812924,457865,2,0,59351,0
723765,58235,1,1,278991,1
1412359,490848,4,0,281294,0
1613142,340316,5,1,293088,1
1559160,480091,3,0,273741,0
1059189,171997,2,1,178239,1
1051024,474955,1,1,217640,1
1025803,327471,2,0,119703,0
891441,448546,3,1,128806,1
1070350,12809,4,0,298238,0
1574920,371272,0,1,173920,1
1958963,204595,4,1,188284,1
985958,445587,4,1,129632,1
1009915,150759,3,1,72900,1
1435540,169785,2,0,239681,0
788828,405474,3,0,257656,0
1327981,190432,1,1,151367,1
311004,374190,0,1,232104,1
709817,393499,1,1,126648,1
1464378,35442,0,1,216989,1
1978134,450590,5,1,271740,1
1293401,16081,2,1,83559,1
348193,265654,2,0,180021,1
1129884,191321,4,0,174497,0
331324,484805,2,1,57994,1
1572950,367328,4,1,165409,1
1062765,200962,0,0,280682,0
367707,174971,3,1,121634,1
1676450,106030,3,0,161527,0
779226,326541,5,1,219326,1
1569811,443456,2,1,206908,1
787306,418119,1,0,156588,0
313508,193946,3,0,153476,1
1391838,116254,0,1,276025,1
420325,250276,4,1,210429,1
314400,257334,3,0,169834,1
448027,450314,1,1,145304,1
1878872,97080,1,1,238028,1
1457765,418615,3,0,23547,0
1158681,273957,2,0,49056,0
590176,353692,3,0,36872,0
623907,198891,3,1,290132,1
1815459,347881,3,1,161572,1
755008,124819,2,1,203738,1
408687,471585,4,1,217368,1
1783782,69645,4,1,242563,1
1243771,209868,3,1,144477,1
1401958,328397,3,0,134630,0
1763033,368834,3,1,284066,1
1910307,333939,3,0,203045,0
698988,413902,1,1,64120,1
1828410,249570,3,0,137522,0
268380,10264,2,1,229546,1
1347248,311399,5,0,130516,0
658549,18727,5,1,269838,1
499653,471847,1,1,37609,1
1068616,82838,0,0,143274,0
1065337,434427,5,0,27154,0
632577,57446,3,1,103295,1
371216,171522,2,1,248876,1
1878592,76712,1,1,217644,1
1453914,44645,2,0,282651,0
870770,303118,2,1,179730,1
582196,38935,2,0,177175,0
538781,384122,2,0,30330,1
390796,486096,0,1,229762,1
720826,329825,2,0,153552,0
1079588,167932,3,1,210871,1
1633541,136217,0,1,207866,1
439968,101689,4,0,113428,0
251820,221701,2,1,211985,1
894200,127028,2,0,30200,0
699626,63029,5,1,51234,1
577679,231035,4,0,293379,0
1039440,489730,1,0,173604,0
1846328,419206,1,1,222546,1
1490587,48954,4,1,186851,1
1528389,358443,4,0,290601,0
1157294,463479,3,0,194135,0
1441473,466261,4,0,153835,0
802552,86387,5,0,169880,0
380786,404642,4,0,288356,1
1945419,375950,4,1,232432,1
1522106,266934,0,0,250585,0
643122,94652,1,0,78723,0
1174362,152598,5,0,46845,0
1231898,273178,1,1,62084,1
289255,283407,1,1,133189,1
1032205,487968,1,0,65753,0
1478720,319579,4,1,83095,1
1162521,480365,3,1,203748,1
1860322,313257,0,0,45865,0
1545124,465306,1,1,202328,1
538197,400502,0,0,43938,1
1808379,79755,1,0,226056,0
209997,263212,4,1,190409,1
1479323,68778,3,1,282902,1
321347,390795,1,1,207477,1
1121420,292947,2,1,142313,1
570881,165822,5,0,111852,0
475218,201595,4,0,246087,0
1020633,352174,1,1,97559,1
878312,204295,5,0,286548,0
640250,135989,2,1,26990,1
1675760,299590,2,0,154757,0
920308,29359,3,0,280488,0
956979,368645,0,0,78045,0
445234,314153,4,0,123483,1
1724285,146291,3,0,265015,0
1805471,140169,1,0,109796,0
365749,214467,4,1,200026,1
1258190,16181,4,0,265009,0
1409061,120802,1,0,207064,0
531433,364248,0,0,89943,1
1693860,87125,3,1,68286,1
525153,122166,3,0,231234,0
316824,280467,0,1,106683,1
1192653,141294,4,1,233868,1
440677,186887,1,1,68995,1
448165,151353,0,1,261594,1
1807817,283955,5,0,171372,0
968029,483568,3,0,37076,0
709914,255932,1,1,170553,1
1748471,484272,1,0,224356,0
441870,380384,5,0,152858,1
993965,364486,3,0,106527,0
608533,146036,3,1,145205,1
683831,493918,1,1,162940,1
1381828,328630,4,1,167717,1
230357,358725,4,1,172707,1
1993618,459629,1,0,239479,0
1043980,463818,3,0,248946,0
1329517,263485,5,0,83281,0
753845,399066,2,0,86187,0
1766046,482471,3,1,50743,1
1568909,282394,0,0,29413,0
1748225,91945,3,1,242606,1
335252,58051,2,0,169371,0
305585,377497,0,1,250200,1
899615,154478,5,1,233500,1
1914379,49142,4,1,46650,1
746615,417077,0,0,109685,0
1661841,391549,3,0,158429,0
475647,140293,3,0,225740,0
1818350,315283,4,1,171560,1
679819,164822,3,0,152539,0
1850309,495377,1,1,210892,1
965406,395178,0,0,42834,0
1102454,338043,4,1,133438,1
684109,406808,5,1,194714,1
1677737,438874,0,1,272691,1
1328670,272348,4,0,83662,0
1382256,344001,2,1,137296,1
1284214,111575,3,1,59611,1
232068,169441,2,0,66798,1
1088994,443268,3,1,231989,1
1134124,212259,4,0,234722,0
521316,102865,3,0,90896,0
849207,135388,1,1,137690,1
1823231,330773,5,0,267101,0
1079878,484108,2,0,253031,0
692024,465769,2,1,236152,1
948949,173863,5,0,138677,0
1946168,397431,2,0,23499,0
1391923,490671,4,1,69112,1
1532635,379425,3,0,268901,0
1636904,205736,0,1,115685,1
1577866,121254,4,1,115432,1
1841823,41723,3,1,32641,1
699411,410848,0,1,148438,1
472695,430650,0,0,176453,1
1187275,227319,5,1,214906,1
996769,109503,0,1,245793,1
1884461,440366,0,0,114502,0
1184620,452350,2,0,287403,0
1884264,161124,4,1,53895,1
1969105,260929,5,1,157440,1
310605,141594,4,0,99758,0
591117,171685,4,1,137766,1
1831743,125526,1,1,26183,1
281826,313405,1,1,107825,1
212109,176254,5,1,202387,1
1317061,419143,2,1,168671,1
1866924,31320,4,1,195852,1
1038758,287229,0,1,123329,1
1294932,101305,5,0,168041,0
996154,428286,2,1,274427,1
1552356,108288,0,0,144898,0
1052471,209535,5,1,294274,1
547527,31213,4,0,43960,0
620973,15251,5,0,75572,0
1279627,429563,3,0,113701,0
729972,233141,2,0,219245,0
328346,159056,2,0,221146,0
1734962,493151,1,0,81520,0
1363931,251746,1,1,67372,1
813352,378467,0,1,211093,1
847005,72488,4,0,123385,0
623436,434795,3,1,110122,1
1329073,109490,0,0,158949,0
1831277,395651,2,0,289689,0
894691,148910,4,0,240038,0
1811133,63490,4,1,187780,1
1238198,234524,1,1,155784,1
792723,418187,4,0,197275,0
215134,402338,4,0,65730,1
1783870,345930,4,0,112538,0
840486,202195,0,0,200417,0
1324243,399341,0,0,283725,0
942686,396236,1,1,280943,1
437086,367072,5,0,36459,1
1319647,384472,3,0,42026,0
1653951,303995,3,0,272072,0
1065760,355002,3,0,183063,0
509581,125761,2,1,53091,1
1465700,387661,4,1,250816,1
209663,299414,0,1,45445,1
975988,61210,4,1,53361,1
952380,27719,5,1,213657,1
568829,225245,3,1,220436,1
1828514,145341,0,1,292815,1
1006818,307934,2,1,75518,1
1880708,381414,3,1,62919,1
1777766,336585,1,0,163050,0
321449,162975,4,1,200919,1
655526,277903,2,0,246128,0
1559600,209253,4,1,196048,1
1205401,312989,3,1,202714,1
1010533,308831,5,1,200345,1
1857391,35108,5,1,245001,1
1222433,455196,3,0,225830,0
1638330,158544,5,1,201167,1
892584,348410,2,1,282642,1
500046,211442,3,1,172966,1
990255,405601,2,1,173594,1
1132371,118380,5,1,262463,1
1817520,329345,1,0,84920,0
1406273,357918,1,0,249190,0
451799,84130,1,0,164727,0
259714,51860,3,1,65719,1
617723,429864,5,0,264735,1
1019442,273933,0,1,42079,1
567962,177088,2,0,271074,0
335511,282627,1,0,153359,1
1439058,187695,2,1,20878,1
1862570,335144,1,0,246721,0
1251642,155241,1,1,94335,1
1041068,392456,0,0,223722,0
335284,444647,0,0,249552,1
1131734,12281,5,0,132433,0
277593,363254,3,1,102429,1
1355800,462868,1,1,128831,1
1820396,330456,0,1,182541,1
703088,298779,0,0,56582,0
1468477,378184,2,1,30576,1
590831,28903,3,0,197522,0
1769406,374072,4,1,118664,1
850046,489257,4,0,31285,0
874161,255178,4,0,263179,0
1790625,437656,2,1,195749,1
788077,253631,1,0,109069,0
909865,421047,0,1,134129,1
1022301,68003,5,1,127338,1
1541602,44402,0,0,158933,0
1122571,407157,0,0,288498,0
251116,15290,3,1,132084,1
624597,76579,1,1,226975,1
1705276,315003,4,1,181999,1
561213,395441,0,0,37179,1
200569,456123,3,1,103284,1
1879935,123251,2,0,279951,0
1295425,287409,4,1,46140,1
1982508,33469,1,0,261753,0
1696195,239189,0,1,251002,1
856084,422864,3,1,238592,1
1911317,79923,0,1,202481,1
277376,381339,4,1,110175,1
528146,271336,0,0,117982,0
894480,238310,5,0,219864,0
310805,316974,5,0,87057,1
652816,431393,5,1,68979,1
266132,162928,0,1,265959,1
954350,396223,3,0,36348,0
564745,288685,2,1,297623,1
1901350,354617,5,1,236011,1
1019469,448938,5,1,60463,1
1651776,144617,4,1,230527,1
711616,192033,3,1,33581,1
395084,415934,3,1,218191,1
1498395,14580,0,0,244370,0
1729753,117030,3,0,222739,0
1176343,370096,4,1,226428,1
675026,155796,1,1,291441,1
1080080,90724,4,0,296933,0
1133374,269839,1,1,195747,1
1725242,442654,5,1,38036,1
890905,125559,1,0,101455,0
810494,291139,3,1,21005,1
987593,135077,5,1,45778,1
1455465,469723,4,0,29939,0
957883,324974,5,1,289685,1
1148443,363042,3,0,231856,0
1086816,330207,1,0,50695,0
1322395,204957,3,1,118629,1
1225680,414014,3,0,157520,0
567215,195644,2,1,163433,1
1627378,249736,5,0,213284,0
272619,213357,5,1,261230,1
1401512,431405,1,0,246315,0
860916,308774,4,0,118043,0
1119311,55242,4,1,181945,1
1537164,287906,4,1,204898,1
1743662,134568,2,1,121043,1
1179600,284716,0,1,186272,1
1428293,357628,4,0,108196,0
947831,397463,1,0,194992,0
962889,307989,0,1,107422,1
308398,364512,3,0,56043,1
1145697,173267,5,1,286642,1
716571,488439,0,0,28663,1
1287321,196386,4,0,206623,0
1442930,204846,2,1,26501,1
1945336,217285,5,0,285656,0
854066,416768,5,0,176585,0
